Id_Cliente,Nome Cliente,Estado,Codigo_IBGE,Id_Transportador,Nome Transportador,Nota Fiscal,Qtd Volumes,Valor Nota Fiscal,Prazo Contratado,Data Expedição,Data Entrega,Ocorrência de Entrega,Prazo Entrega,On Time,In Full
134,Enzo Gabriel Pereira,Rio Grande do Sul,43,7,Teixeira,1859,3,908.23,9,2023-11-07,2023-12-03,Sem Ocorrência,26,Late Time,Avaria
136,Yago Ramos,Acre,12,7,Teixeira,1228,15,1059.89,12,2023-05-22,2023-06-06,Entrega com Avaria,15,Late Time,Avaria
136,Yago Ramos,Acre,12,7,Teixeira,2016,1,4429.35,9,2023-11-03,2023-11-19,Sem Ocorrência,16,Late Time,Avaria
141,Srta. Juliana Lopes,São Paulo,35,7,Teixeira,1992,7,3024.9,3,2023-07-09,2023-07-18,Entrega com Avaria,9,Late Time,Avaria
145,Isis Porto,Alagoas,27,7,Teixeira,1584,24,2916.28,13,2023-02-25,2023-03-14,Entrega com Avaria,17,Late Time,Avaria
146,Isabelly Ribeiro,Goiás,52,7,Teixeira,717,4,3995.34,27,2023-11-16,2023-12-15,Sem Ocorrência,29,Late Time,Avaria
146,Isabelly Ribeiro,Goiás,52,7,Teixeira,2461,24,1995.17,29,2023-08-19,2023-09-10,Sem Ocorrência,22,On Time,In Full
153,Samuel Moura,Amapá,16,7,Teixeira,820,30,3620.07,37,2023-03-02,2023-03-23,Entrega com Avaria,21,On Time,Avaria
159,Emilly Araújo,Espírito Santo,32,7,Teixeira,1052,5,64.18,3,2023-12-02,2023-12-11,Sem Ocorrência,9,Late Time,Avaria
163,Lucas Mendes,Mato Grosso do Sul,50,7,Teixeira,1449,38,3294.03,18,2023-08-17,2023-08-27,Sem Ocorrência,10,On Time,In Full
164,Maria Eduarda Pinto,Ceará,23,7,Teixeira,149,43,1377.46,8,2023-09-30,2023-10-18,Sem Ocorrência,18,Late Time,Avaria
168,Benício Porto,Espírito Santo,32,7,Teixeira,552,10,3979.79,2,2023-12-23,2023-12-31,Entrega com Avaria,8,Late Time,Avaria
169,Vitória Barros,Sergipe,28,7,Teixeira,2291,25,3628.25,38,2023-07-27,2023-08-06,Entrega com Avaria,10,On Time,Avaria
176,Isabel Vieira,Rio Grande do Sul,43,7,Teixeira,1480,1,2320.78,21,2023-04-21,2023-05-15,Entrega com Avaria,24,Late Time,Avaria
183,Joaquim Melo,Roraima,14,7,Teixeira,1211,43,913.91,16,2023-11-12,2023-11-21,Entrega com Avaria,9,On Time,Avaria
186,João Pedro das Neves,Maranhão,21,7,Teixeira,985,39,2080.21,16,2023-04-22,2023-04-27,Sem Ocorrência,5,On Time,In Full
189,Noah Aragão,Pernambuco,26,7,Teixeira,2491,36,675.36,33,2023-03-27,2023-04-05,Entrega com Avaria,9,On Time,Avaria
190,Yasmin da Luz,Tocantins,17,7,Teixeira,745,31,194.2,11,2023-12-14,2023-12-31,Entrega com Avaria,17,Late Time,Avaria
204,Gabriel Campos,Amapá,16,7,Teixeira,2292,22,217.43,24,2023-05-06,2023-05-13,Entrega com Avaria,7,On Time,Avaria
208,Emanuelly Moreira,Rio Grande do Sul,43,7,Teixeira,1630,27,845.57,16,2023-10-16,2023-10-27,Sem Ocorrência,11,On Time,In Full
211,Lucas Pires,Alagoas,27,7,Teixeira,821,25,662.73,5,2023-03-07,2023-04-04,Entrega com Avaria,28,Late Time,Avaria
211,Lucas Pires,Alagoas,27,7,Teixeira,2287,18,1091.29,38,2023-12-05,2023-12-22,Entrega com Avaria,17,On Time,Avaria
213,Ana Vitória Pires,Paraná,41,7,Teixeira,1275,51,2170.53,36,2023-05-23,2023-06-10,Entrega com Avaria,18,On Time,Avaria
218,Danilo Cunha,Mato Grosso do Sul,50,7,Teixeira,547,24,1456.01,10,2023-10-21,2023-11-19,Sem Ocorrência,29,Late Time,Avaria
222,Sra. Maria Julia Jesus,Rio Grande do Sul,43,7,Teixeira,1642,4,575.49,37,2023-10-17,2023-11-05,Entrega com Avaria,19,On Time,Avaria
227,Bryan Silveira,Mato Grosso,51,7,Teixeira,945,34,915.06,15,2023-06-04,2023-07-02,Sem Ocorrência,28,Late Time,Avaria
228,Pedro Lucas Porto,Santa Catarina,42,7,Teixeira,29,35,1769.54,17,2023-07-09,2023-07-26,Entrega com Avaria,17,On Time,Avaria
230,Maria Sophia Freitas,Piauí,22,7,Teixeira,1249,4,39.62,13,2023-04-05,2023-05-03,Sem Ocorrência,28,Late Time,Avaria
230,Maria Sophia Freitas,Piauí,22,7,Teixeira,1392,51,1104.97,15,2023-07-17,2023-08-08,Sem Ocorrência,22,Late Time,Avaria
233,Renan Rezende,Acre,12,7,Teixeira,1407,31,2240.76,16,2023-04-30,2023-05-19,Entrega com Avaria,19,Late Time,Avaria
237,Helena Porto,Bahia,29,7,Teixeira,543,40,2193.07,2,2023-04-08,2023-05-05,Entrega com Avaria,27,Late Time,Avaria
239,Dr. João Jesus,Espírito Santo,32,7,Teixeira,1865,1,1598.0,38,2023-03-31,2023-04-14,Entrega com Avaria,14,On Time,Avaria
241,Kaique Fogaça,Tocantins,17,7,Teixeira,1560,21,3389.86,5,2023-07-10,2023-08-02,Sem Ocorrência,23,Late Time,Avaria
242,Maria Luiza Carvalho,São Paulo,35,7,Teixeira,378,4,3470.59,33,2023-01-21,2023-02-03,Sem Ocorrência,13,On Time,In Full
242,Maria Luiza Carvalho,São Paulo,35,7,Teixeira,750,2,2603.52,15,2023-11-30,2023-12-30,Sem Ocorrência,30,Late Time,Avaria
243,Luigi Correia,Pará,15,7,Teixeira,1846,5,606.47,19,2023-04-22,2023-04-26,Entrega com Avaria,4,On Time,Avaria
243,Luigi Correia,Pará,15,7,Teixeira,2098,28,3885.0,18,2023-02-21,2023-03-12,Entrega com Avaria,19,Late Time,Avaria
244,Pedro Henrique Pires,Maranhão,21,7,Teixeira,1448,11,2803.84,41,2023-06-08,2023-06-10,Entrega com Avaria,2,On Time,Avaria
246,Thales Moraes,Sergipe,28,7,Teixeira,881,12,4292.59,7,2023-08-03,2023-08-21,Entrega com Avaria,18,Late Time,Avaria
246,Thales Moraes,Sergipe,28,7,Teixeira,2460,40,4465.45,19,2023-06-06,2023-06-25,Sem Ocorrência,19,On Time,In Full
247,Esther Ribeiro,Bahia,29,7,Teixeira,441,7,1748.16,7,2023-07-09,2023-08-05,Sem Ocorrência,27,Late Time,Avaria
248,Renan da Costa,Pernambuco,26,7,Teixeira,1538,16,1988.16,19,2023-09-19,2023-09-30,Entrega com Avaria,11,On Time,Avaria
250,Larissa da Luz,Amazonas,13,7,Teixeira,1370,37,804.9,19,2023-09-13,2023-09-30,Entrega com Avaria,17,On Time,Avaria
251,Juan Teixeira,Goiás,52,7,Teixeira,119,18,3887.01,3,2023-05-27,2023-06-15,Entrega com Avaria,19,Late Time,Avaria
256,Joana Almeida,Mato Grosso do Sul,50,7,Teixeira,939,2,3391.37,5,2023-08-04,2023-08-05,Entrega com Avaria,1,On Time,Avaria
259,Sra. Maysa Duarte,Mato Grosso do Sul,50,7,Teixeira,1858,14,1046.72,41,2023-08-31,2023-09-25,Sem Ocorrência,25,On Time,In Full
260,Ana Julia Novaes,Ceará,23,7,Teixeira,2279,39,23.16,5,2023-07-27,2023-08-12,Entrega com Avaria,16,Late Time,Avaria
262,Henrique Alves,Amazonas,13,7,Teixeira,1825,7,3599.92,7,2023-04-04,2023-04-26,Entrega com Avaria,22,Late Time,Avaria
264,Marina Teixeira,Amapá,16,7,Teixeira,401,38,3436.45,19,2023-04-02,2023-04-11,Entrega com Avaria,9,On Time,Avaria
264,Marina Teixeira,Amapá,16,7,Teixeira,2396,19,4943.78,15,2023-12-20,2023-12-31,Sem Ocorrência,11,On Time,In Full
268,Isabella Costa,Mato Grosso,51,7,Teixeira,2196,13,4115.72,23,2023-12-24,2023-12-31,Entrega com Avaria,7,On Time,Avaria
275,Guilherme Porto,São Paulo,35,7,Teixeira,39,16,1890.19,27,2023-01-11,2023-02-09,Entrega com Avaria,29,Late Time,Avaria
276,Evelyn Ferreira,Rio Grande do Sul,43,7,Teixeira,425,46,4629.25,21,2023-06-17,2023-07-10,Entrega com Avaria,23,Late Time,Avaria
276,Evelyn Ferreira,Rio Grande do Sul,43,7,Teixeira,605,46,1924.05,21,2023-04-24,2023-05-14,Entrega com Avaria,20,On Time,Avaria
276,Evelyn Ferreira,Rio Grande do Sul,43,7,Teixeira,1088,51,4492.73,11,2023-02-11,2023-03-05,Entrega com Avaria,22,Late Time,Avaria
281,Isaac da Mota,Rio de Janeiro,33,7,Teixeira,1384,1,4894.1,2,2023-02-19,2023-03-16,Entrega com Avaria,25,Late Time,Avaria
287,Helena Cunha,Rio de Janeiro,33,7,Teixeira,1801,43,1374.47,13,2023-08-18,2023-08-28,Sem Ocorrência,10,On Time,In Full
288,Gabriela Nascimento,Rio Grande do Sul,43,7,Teixeira,1253,33,896.78,19,2023-02-14,2023-02-28,Entrega com Avaria,14,On Time,Avaria
289,Igor Silva,Mato Grosso do Sul,50,7,Teixeira,1329,38,4507.71,29,2023-09-07,2023-09-17,Sem Ocorrência,10,On Time,In Full
289,Igor Silva,Mato Grosso do Sul,50,7,Teixeira,1879,3,1715.06,30,2023-02-15,2023-03-13,Entrega com Avaria,26,On Time,Avaria
290,Lorena Novaes,São Paulo,35,7,Teixeira,664,23,1420.77,40,2023-06-03,2023-06-11,Sem Ocorrência,8,On Time,In Full
294,Davi Luiz Melo,Amapá,16,7,Teixeira,1115,35,2700.16,11,2023-08-02,2023-08-16,Sem Ocorrência,14,Late Time,Avaria
300,Sr. Raul Alves,Rio de Janeiro,33,7,Teixeira,833,25,2286.98,12,2023-11-22,2023-12-10,Entrega com Avaria,18,Late Time,Avaria
301,Caroline Lopes,Amapá,16,7,Teixeira,979,31,4372.22,11,2023-11-10,2023-12-05,Entrega com Avaria,25,Late Time,Avaria
303,Leandro Dias,Goiás,52,7,Teixeira,1949,25,4343.97,13,2023-06-26,2023-07-26,Entrega com Avaria,30,Late Time,Avaria
304,Luiz Otávio da Rocha,Pernambuco,26,7,Teixeira,679,42,3716.48,20,2023-08-15,2023-08-25,Entrega com Avaria,10,On Time,Avaria
306,Camila Castro,Bahia,29,7,Teixeira,2347,3,5002.81,18,2023-08-25,2023-09-06,Sem Ocorrência,12,On Time,In Full
307,Sr. Enrico Souza,Rio Grande do Sul,43,7,Teixeira,762,7,1758.18,16,2023-09-29,2023-10-17,Entrega com Avaria,18,Late Time,Avaria
310,Isabella Ferreira,Mato Grosso,51,7,Teixeira,252,4,4178.75,15,2023-04-08,2023-04-16,Entrega com Avaria,8,On Time,Avaria
311,João Vitor da Cunha,Mato Grosso do Sul,50,7,Teixeira,1929,33,2563.23,28,2023-08-20,2023-08-27,Sem Ocorrência,7,On Time,In Full
313,Sophie Costela,Amapá,16,7,Teixeira,829,43,4993.53,41,2023-10-25,2023-10-27,Sem Ocorrência,2,On Time,In Full
319,Larissa Caldeira,Rondônia,11,7,Teixeira,2438,24,1987.87,25,2023-03-09,2023-04-03,Entrega com Avaria,25,On Time,Avaria
320,Dr. Benício da Cruz,Mato Grosso do Sul,50,7,Teixeira,1687,31,1344.85,31,2023-05-08,2023-05-11,Sem Ocorrência,3,On Time,In Full
337,Cecília Moreira,Paraná,41,7,Teixeira,1055,22,4453.17,24,2023-07-10,2023-07-27,Sem Ocorrência,17,On Time,In Full
338,Enrico Rodrigues,Santa Catarina,42,7,Teixeira,1966,14,2996.35,36,2023-03-12,2023-03-29,Entrega com Avaria,17,On Time,Avaria
343,Luiz Otávio da Mata,Maranhão,21,7,Teixeira,2140,16,2240.21,15,2023-06-06,2023-06-25,Entrega com Avaria,19,Late Time,Avaria
344,Eduardo da Luz,Sergipe,28,7,Teixeira,2414,4,3503.28,5,2023-09-07,2023-10-07,Entrega com Avaria,30,Late Time,Avaria
348,Sr. Thomas Pereira,Piauí,22,7,Teixeira,1582,12,2156.13,15,2023-01-31,2023-02-14,Entrega com Avaria,14,On Time,Avaria
349,Leandro Correia,Tocantins,17,7,Teixeira,1192,2,957.02,9,2023-06-25,2023-07-25,Entrega com Avaria,30,Late Time,Avaria
351,Pietra Santos,Maranhão,21,7,Teixeira,1783,10,172.52,4,2023-02-01,2023-02-19,Entrega com Avaria,18,Late Time,Avaria
352,Sr. Bryan Porto,Bahia,29,7,Teixeira,344,5,4809.64,6,2023-11-29,2023-12-20,Sem Ocorrência,21,Late Time,Avaria
360,Mariana Porto,Rio Grande do Norte,24,7,Teixeira,1442,22,626.8,21,2023-05-20,2023-05-21,Sem Ocorrência,1,On Time,In Full
366,Ana Júlia Castro,Santa Catarina,42,7,Teixeira,1165,21,322.7,24,2023-08-17,2023-08-30,Sem Ocorrência,13,On Time,In Full
366,Ana Júlia Castro,Santa Catarina,42,7,Teixeira,1830,4,985.38,28,2023-11-21,2023-11-28,Sem Ocorrência,7,On Time,In Full
367,Davi Lucas Cunha,Minas Gerais,31,7,Teixeira,1628,14,3615.77,32,2023-03-02,2023-03-19,Sem Ocorrência,17,On Time,In Full
370,Benício Cardoso,Paraíba,25,7,Teixeira,428,3,1070.24,9,2023-01-27,2023-02-01,Sem Ocorrência,5,On Time,In Full
370,Benício Cardoso,Paraíba,25,7,Teixeira,1411,43,2667.2,41,2023-06-09,2023-07-09,Entrega com Avaria,30,On Time,Avaria
371,Yago Azevedo,Rio Grande do Norte,24,7,Teixeira,2247,27,3035.49,24,2023-06-18,2023-07-14,Sem Ocorrência,26,Late Time,Avaria
372,Luiz Miguel Dias,Amapá,16,7,Teixeira,147,16,364.33,33,2023-01-05,2023-01-29,Sem Ocorrência,24,On Time,In Full
373,Alice da Rocha,Rio Grande do Norte,24,7,Teixeira,1620,44,2665.7,7,2023-11-25,2023-12-17,Sem Ocorrência,22,Late Time,Avaria
376,Ana Clara Freitas,Santa Catarina,42,7,Teixeira,1212,23,951.15,11,2023-12-21,2023-12-31,Sem Ocorrência,10,On Time,In Full
377,Lucas Ribeiro,Espírito Santo,32,7,Teixeira,2439,14,2609.31,30,2023-06-07,2023-06-17,Entrega com Avaria,10,On Time,Avaria
380,Laura Carvalho,Amapá,16,7,Teixeira,683,4,498.96,10,2023-12-26,2023-12-31,Entrega com Avaria,5,On Time,Avaria
382,Maria Sophia Monteiro,Maranhão,21,7,Teixeira,1145,49,197.22,26,2023-05-11,2023-06-06,Entrega com Avaria,26,On Time,Avaria
388,Sr. Heitor Melo,Espírito Santo,32,7,Teixeira,1886,24,4289.49,14,2023-09-29,2023-10-19,Sem Ocorrência,20,Late Time,Avaria
389,Emanuel Silveira,Rio de Janeiro,33,7,Teixeira,21,37,1150.07,23,2023-12-18,2023-12-29,Entrega com Avaria,11,On Time,Avaria
391,Dr. Emanuel Lima,Rio Grande do Sul,43,7,Teixeira,1717,20,4705.93,14,2023-04-22,2023-05-14,Sem Ocorrência,22,Late Time,Avaria
393,Sr. Vitor Gabriel da Luz,Goiás,52,7,Teixeira,2380,25,486.33,15,2023-07-20,2023-08-17,Entrega com Avaria,28,Late Time,Avaria
399,Davi Luiz Fernandes,Paraná,41,7,Teixeira,93,48,3156.48,35,2023-01-13,2023-01-29,Entrega com Avaria,16,On Time,Avaria
399,Davi Luiz Fernandes,Paraná,41,7,Teixeira,244,32,4941.64,28,2023-03-25,2023-03-30,Sem Ocorrência,5,On Time,In Full
400,Dr. Luiz Otávio Correia,Roraima,14,7,Teixeira,263,10,3445.46,37,2023-01-28,2023-02-01,Entrega com Avaria,4,On Time,Avaria
400,Dr. Luiz Otávio Correia,Roraima,14,7,Teixeira,1020,22,38.0,33,2023-08-15,2023-08-31,Entrega com Avaria,16,On Time,Avaria
400,Dr. Luiz Otávio Correia,Roraima,14,7,Teixeira,1969,32,1547.21,28,2023-12-13,2023-12-31,Sem Ocorrência,18,On Time,In Full
412,Clarice Pereira,Espírito Santo,32,7,Teixeira,1872,42,1721.33,23,2023-08-22,2023-09-20,Sem Ocorrência,29,Late Time,Avaria
413,Lorenzo da Rocha,Rio de Janeiro,33,7,Teixeira,568,35,2270.39,20,2023-10-28,2023-11-24,Sem Ocorrência,27,Late Time,Avaria
413,Lorenzo da Rocha,Rio de Janeiro,33,7,Teixeira,1794,7,3756.82,24,2023-09-19,2023-10-19,Sem Ocorrência,30,Late Time,Avaria
416,Ana Julia Campos,Paraíba,25,7,Teixeira,397,46,4044.55,23,2023-06-20,2023-07-11,Sem Ocorrência,21,On Time,In Full
416,Ana Julia Campos,Paraíba,25,7,Teixeira,713,18,3412.65,34,2023-08-08,2023-08-25,Entrega com Avaria,17,On Time,Avaria
418,Ian Silva,Bahia,29,7,Teixeira,1611,31,3636.28,29,2023-08-22,2023-08-25,Sem Ocorrência,3,On Time,In Full
423,Rodrigo Campos,Mato Grosso,51,7,Teixeira,106,41,4451.28,15,2023-08-30,2023-09-09,Sem Ocorrência,10,On Time,In Full
423,Rodrigo Campos,Mato Grosso,51,7,Teixeira,577,38,2131.21,21,2023-10-30,2023-11-18,Entrega com Avaria,19,On Time,Avaria
428,Alana Campos,Mato Grosso do Sul,50,7,Teixeira,1834,40,4551.58,36,2023-09-21,2023-10-09,Entrega com Avaria,18,On Time,Avaria
432,Erick Gonçalves,Ceará,23,7,Teixeira,307,25,3644.24,10,2023-01-06,2023-01-09,Entrega com Avaria,3,On Time,Avaria
438,Erick Dias,Goiás,52,7,Teixeira,1936,15,4186.96,16,2023-07-03,2023-07-07,Sem Ocorrência,4,On Time,In Full
439,Dr. Enrico da Conceição,Bahia,29,7,Teixeira,536,29,4509.14,19,2023-12-02,2023-12-29,Sem Ocorrência,27,Late Time,Avaria
440,Kaique Ferreira,Distrito Federal,53,7,Teixeira,271,43,3590.78,21,2023-01-21,2023-01-31,Sem Ocorrência,10,On Time,In Full
450,Caio Nogueira,Minas Gerais,31,7,Teixeira,757,22,3637.15,25,2023-02-26,2023-02-27,Entrega com Avaria,1,On Time,Avaria
451,Sr. Vinicius das Neves,Amapá,16,7,Teixeira,383,44,765.92,5,2023-06-01,2023-06-28,Entrega com Avaria,27,Late Time,Avaria
454,Lucas Correia,Rondônia,11,7,Teixeira,995,46,3248.39,19,2023-11-10,2023-12-06,Sem Ocorrência,26,Late Time,Avaria
455,Gabriela Duarte,Goiás,52,7,Teixeira,2258,29,4259.6,23,2023-09-11,2023-09-28,Entrega com Avaria,17,On Time,Avaria
458,Isis Nogueira,Rio de Janeiro,33,7,Teixeira,812,1,2538.59,16,2023-07-05,2023-07-24,Entrega com Avaria,19,Late Time,Avaria
459,Marina Caldeira,Tocantins,17,7,Teixeira,1258,24,630.75,20,2023-09-03,2023-09-19,Sem Ocorrência,16,On Time,In Full
460,Maria Eduarda Farias,Paraíba,25,7,Teixeira,931,27,2645.34,35,2023-07-10,2023-07-11,Entrega com Avaria,1,On Time,Avaria
461,Yasmin da Conceição,Pernambuco,26,7,Teixeira,1118,50,23.74,2,2023-06-19,2023-06-21,Sem Ocorrência,2,On Time,In Full
462,Dra. Ana Vitória Martins,Mato Grosso,51,7,Teixeira,1991,21,3907.16,33,2023-12-13,2023-12-31,Sem Ocorrência,18,On Time,In Full
467,Felipe Melo,Santa Catarina,42,7,Teixeira,315,12,2373.12,19,2023-04-18,2023-05-11,Sem Ocorrência,23,Late Time,Avaria
469,Thiago Barros,Acre,12,7,Teixeira,70,3,4505.84,22,2023-08-29,2023-09-21,Sem Ocorrência,23,Late Time,Avaria
469,Thiago Barros,Acre,12,7,Teixeira,1245,16,107.89,7,2023-07-15,2023-07-16,Entrega com Avaria,1,On Time,Avaria
479,Manuela Martins,Ceará,23,7,Teixeira,134,13,2463.23,11,2023-02-16,2023-03-18,Entrega com Avaria,30,Late Time,Avaria
489,Manuela Gomes,Bahia,29,7,Teixeira,2148,31,1607.48,8,2023-04-14,2023-05-12,Sem Ocorrência,28,Late Time,Avaria
490,Helena Nogueira,Rio Grande do Sul,43,7,Teixeira,165,47,751.16,21,2023-10-24,2023-10-30,Sem Ocorrência,6,On Time,In Full
490,Helena Nogueira,Rio Grande do Sul,43,7,Teixeira,2191,1,4094.21,10,2023-11-10,2023-11-21,Sem Ocorrência,11,Late Time,Avaria
491,Sr. Vicente da Rocha,Amazonas,13,7,Teixeira,1057,40,1466.31,22,2023-03-17,2023-04-06,Entrega com Avaria,20,On Time,Avaria
493,Carolina Moura,Rondônia,11,7,Teixeira,2492,47,4748.05,27,2023-12-22,2023-12-31,Sem Ocorrência,9,On Time,In Full
499,Igor Rocha,Pernambuco,26,7,Teixeira,2096,39,1353.62,26,2023-08-12,2023-09-03,Sem Ocorrência,22,On Time,In Full
2,Luiz Miguel Nascimento,Minas Gerais,31,13,Nogueira S/A,2407,21,4169.82,41,2023-09-19,2023-10-15,Entrega com Avaria,26,On Time,Avaria
3,Igor Pires,Roraima,14,13,Nogueira S/A,1704,20,873.15,38,2023-07-07,2023-07-12,Sem Ocorrência,5,On Time,In Full
9,Clara da Mota,Bahia,29,13,Nogueira S/A,2226,7,1237.76,24,2023-12-14,2023-12-22,Entrega com Avaria,8,On Time,Avaria
11,João Lopes,Ceará,23,13,Nogueira S/A,2182,20,1947.94,4,2023-11-14,2023-12-06,Sem Ocorrência,22,Late Time,Avaria
13,Sr. Luiz Felipe Campos,Rio Grande do Norte,24,13,Nogueira S/A,2012,50,1974.39,20,2023-06-09,2023-06-25,Sem Ocorrência,16,On Time,In Full
15,Dra. Sofia Fernandes,Bahia,29,13,Nogueira S/A,572,50,1001.19,23,2023-05-01,2023-05-31,Entrega com Avaria,30,Late Time,Avaria
16,Davi Lucas Rodrigues,Distrito Federal,53,13,Nogueira S/A,856,8,4549.42,9,2023-02-02,2023-02-06,Entrega com Avaria,4,On Time,Avaria
22,Sr. Otávio Cunha,Tocantins,17,13,Nogueira S/A,2042,9,4921.1,30,2023-05-27,2023-05-30,Sem Ocorrência,3,On Time,In Full
23,Ryan Ferreira,Rio Grande do Sul,43,13,Nogueira S/A,1785,24,622.75,28,2023-10-05,2023-10-26,Sem Ocorrência,21,On Time,In Full
24,Luigi Fernandes,Distrito Federal,53,13,Nogueira S/A,279,33,1425.18,24,2023-06-12,2023-06-30,Entrega com Avaria,18,On Time,Avaria
37,Bryan Mendes,Sergipe,28,13,Nogueira S/A,6,29,4404.91,24,2023-04-04,2023-04-29,Entrega com Avaria,25,Late Time,Avaria
37,Bryan Mendes,Sergipe,28,13,Nogueira S/A,1777,27,2060.06,3,2023-02-27,2023-03-22,Entrega com Avaria,23,Late Time,Avaria
39,Arthur Santos,Bahia,29,13,Nogueira S/A,1139,16,3331.13,16,2023-05-16,2023-06-12,Entrega com Avaria,27,Late Time,Avaria
48,Nina Lopes,Santa Catarina,42,13,Nogueira S/A,1037,29,970.49,12,2023-05-02,2023-05-09,Entrega com Avaria,7,On Time,Avaria
50,Leandro Ribeiro,São Paulo,35,13,Nogueira S/A,2288,14,3698.3,30,2023-02-19,2023-03-03,Entrega com Avaria,12,On Time,Avaria
56,Gustavo Henrique da Luz,Santa Catarina,42,13,Nogueira S/A,1889,50,434.46,26,2023-09-28,2023-10-10,Sem Ocorrência,12,On Time,In Full
68,Carlos Eduardo Freitas,Bahia,29,13,Nogueira S/A,387,39,3472.42,27,2023-10-10,2023-10-19,Entrega com Avaria,9,On Time,Avaria
71,Nina Sales,Piauí,22,13,Nogueira S/A,325,8,133.34,8,2023-11-17,2023-12-15,Entrega com Avaria,28,Late Time,Avaria
73,Emanuella Barros,Ceará,23,13,Nogueira S/A,1707,32,4284.36,35,2023-12-12,2023-12-24,Sem Ocorrência,12,On Time,In Full
80,Cauê Ramos,Ceará,23,13,Nogueira S/A,884,32,3858.65,34,2023-10-09,2023-10-18,Entrega com Avaria,9,On Time,Avaria
81,Maitê Costela,Santa Catarina,42,13,Nogueira S/A,10,38,1290.94,14,2023-08-31,2023-09-20,Sem Ocorrência,20,Late Time,Avaria
84,Sr. João Felipe Ferreira,Bahia,29,13,Nogueira S/A,1854,51,2384.65,19,2023-12-30,2023-12-31,Entrega com Avaria,1,On Time,Avaria
86,Heloísa Cardoso,Mato Grosso do Sul,50,13,Nogueira S/A,567,18,56.81,22,2023-12-25,2023-12-31,Entrega com Avaria,6,On Time,Avaria
87,Matheus Gomes,Espírito Santo,32,13,Nogueira S/A,1379,41,2619.59,38,2023-03-30,2023-04-17,Entrega com Avaria,18,On Time,Avaria
92,Cauã Alves,Espírito Santo,32,13,Nogueira S/A,1722,37,2757.96,16,2023-10-30,2023-11-03,Sem Ocorrência,4,On Time,In Full
93,Ana Vitória Castro,Pernambuco,26,13,Nogueira S/A,2164,41,4213.32,19,2023-12-24,2023-12-30,Entrega com Avaria,6,On Time,Avaria
95,Carlos Eduardo Azevedo,Alagoas,27,13,Nogueira S/A,440,36,360.71,32,2023-03-02,2023-03-03,Sem Ocorrência,1,On Time,In Full
100,Bryan Rodrigues,Rio de Janeiro,33,13,Nogueira S/A,1022,18,3593.83,1,2023-03-02,2023-03-11,Entrega com Avaria,9,Late Time,Avaria
107,Stella da Mota,Mato Grosso,51,13,Nogueira S/A,410,45,413.68,30,2023-06-29,2023-07-13,Entrega com Avaria,14,On Time,Avaria
108,Davi Lucas Araújo,Rio de Janeiro,33,13,Nogueira S/A,1852,3,4082.34,30,2023-05-06,2023-05-23,Entrega com Avaria,17,On Time,Avaria
109,Ana Luiza Martins,Goiás,52,13,Nogueira S/A,1606,44,2385.68,9,2023-07-17,2023-08-08,Sem Ocorrência,22,Late Time,Avaria
112,Pedro Miguel Rezende,Minas Gerais,31,13,Nogueira S/A,1959,45,4606.78,1,2023-02-11,2023-03-10,Entrega com Avaria,27,Late Time,Avaria
113,Kaique Aragão,Mato Grosso do Sul,50,13,Nogueira S/A,1227,50,165.88,15,2023-01-26,2023-02-09,Entrega com Avaria,14,On Time,Avaria
113,Kaique Aragão,Mato Grosso do Sul,50,13,Nogueira S/A,1665,15,2694.34,16,2023-06-26,2023-07-22,Sem Ocorrência,26,Late Time,Avaria
115,Carolina da Paz,Amapá,16,13,Nogueira S/A,832,15,4227.16,34,2023-11-21,2023-12-06,Sem Ocorrência,15,On Time,In Full
117,Bernardo Teixeira,Distrito Federal,53,13,Nogueira S/A,591,1,782.94,32,2023-07-21,2023-08-01,Sem Ocorrência,11,On Time,In Full
117,Bernardo Teixeira,Distrito Federal,53,13,Nogueira S/A,1203,32,1639.03,10,2023-12-07,2023-12-31,Sem Ocorrência,24,Late Time,Avaria
119,Bárbara Fernandes,Espírito Santo,32,13,Nogueira S/A,1229,34,4554.69,7,2023-01-28,2023-02-11,Sem Ocorrência,14,Late Time,Avaria
121,Maitê Moreira,Rio de Janeiro,33,13,Nogueira S/A,1410,25,4512.74,20,2023-03-27,2023-04-03,Entrega com Avaria,7,On Time,Avaria
128,Enzo Costa,Alagoas,27,13,Nogueira S/A,1319,36,1496.53,40,2023-11-21,2023-11-29,Entrega com Avaria,8,On Time,Avaria
129,Gabriela Freitas,Sergipe,28,13,Nogueira S/A,1546,36,305.96,36,2023-10-22,2023-10-31,Entrega com Avaria,9,On Time,Avaria
129,Gabriela Freitas,Sergipe,28,13,Nogueira S/A,1900,34,3564.89,31,2023-02-26,2023-03-11,Entrega com Avaria,13,On Time,Avaria
131,Guilherme Mendes,Paraná,41,13,Nogueira S/A,787,26,199.49,19,2023-12-22,2023-12-31,Sem Ocorrência,9,On Time,In Full
135,Larissa Silveira,Bahia,29,13,Nogueira S/A,1896,3,15.12,8,2023-04-20,2023-05-16,Sem Ocorrência,26,Late Time,Avaria
136,Yago Ramos,Acre,12,13,Nogueira S/A,168,35,2988.92,32,2023-08-29,2023-09-15,Sem Ocorrência,17,On Time,In Full
143,Levi Santos,Alagoas,27,13,Nogueira S/A,631,28,2339.48,34,2023-05-15,2023-05-23,Sem Ocorrência,8,On Time,In Full
